questionId,unitId,skillId,questionType,field,original,rendererOutput,nestedOpen,extraPipes,unbalanced,proseSwallowed,directQuestionDisplay,recommendedVerdict
u11-s007-v008,u11,sqrt-rationalize-simple,mc,explanation,√8=2√2，原式=√2/√5；同乘√5得√10/5。,√8=2√2，原式=[[frac:√2|√5]]；[[frac:同乘√5得√10|5]]。,False,False,False,True,False,RENDERER_REPAIR
u11-s007-v008,u11,sqrt-rationalize-simple,mc,steps[1],獨立推導：不參照選項，從題幹條件重新計算：先約去2，再有理化，可避免多餘係數。 詳算檢查：√8=2√2，原式=√2/√5；同乘√5得√10/5。 因此結果為「√10/5」。,獨立推導：不參照選項，從題幹條件重新計算：先約去2，再有理化，可避免多餘係數。 詳算檢查：√8=2√2，原式=[[frac:√2|√5]]；[[frac:同乘√5得√10|5]]。 [[frac:因此結果為「√10|5」]]。,False,False,False,True,False,RENDERER_REPAIR
u11-s007-v008,u11,sqrt-rationalize-simple,mc,steps[2],核對目標：答案「√10/5」確實回應「多步化簡最終形式。」。,[[frac:核對目標：答案「√10|5」確實回應「多步化簡最終形式]]。」。,False,False,False,True,False,RENDERER_REPAIR
u11-s007-v008,u11,sqrt-rationalize-simple,mc,optionAnalysis[2].reason,此選項符合目標「多步化簡最終形式。」；√8=2√2，原式=√2/√5；同乘√5得√10/5。,此選項符合目標「多步化簡最終形式。」；√8=2√2，原式=[[frac:√2|√5]]；[[frac:同乘√5得√10|5]]。,False,False,False,True,False,RENDERER_REPAIR
u11-s007-v009,u11,sqrt-rationalize-simple,mc,independentSolution,不參照選項，從題幹條件重新計算：分別有理化後通分：2√2/4+√2/4=3√2/4。 詳算檢查：1/√2=√2/2，1/√8=1/(2√2)=√2/4，和為3√2/4。 因此結果為「3√2/4」。,不參照選項，[[frac:從題幹條件重新計算：分別有理化後通分：2√2|4]]+[[frac:√2|4]]=[[frac:3√2|4]]。 [[frac:詳算檢查：1|√2]]=[[frac:√2|2]]，[[frac:1|√8]]=[[frac:1|(2√2)]]=[[frac:√2|4]]，[[frac:和為3√2|4]]。 [[frac:因此結果為「3√2|4」]]。,False,False,False,True,False,RENDERER_REPAIR
u11-s007-v009,u11,sqrt-rationalize-simple,mc,explanation,1/√2=√2/2，1/√8=1/(2√2)=√2/4，和為3√2/4。,[[frac:1|√2]]=[[frac:√2|2]]，[[frac:1|√8]]=[[frac:1|(2√2)]]=[[frac:√2|4]]，[[frac:和為3√2|4]]。,False,False,False,True,False,RENDERER_REPAIR
u11-s007-v009,u11,sqrt-rationalize-simple,mc,steps[1],獨立推導：不參照選項，從題幹條件重新計算：分別有理化後通分：2√2/4+√2/4=3√2/4。 詳算檢查：1/√2=√2/2，1/√8=1/(2√2)=√2/4，和為3√2/4。 因此結果為「3√2/4」。,獨立推導：不參照選項，[[frac:從題幹條件重新計算：分別有理化後通分：2√2|4]]+[[frac:√2|4]]=[[frac:3√2|4]]。 [[frac:詳算檢查：1|√2]]=[[frac:√2|2]]，[[frac:1|√8]]=[[frac:1|(2√2)]]=[[frac:√2|4]]，[[frac:和為3√2|4]]。 [[frac:因此結果為「3√2|4」]]。,False,False,False,True,False,RENDERER_REPAIR
u11-s007-v009,u11,sqrt-rationalize-simple,mc,steps[2],核對目標：答案「3√2/4」確實回應「整合有理化與分數加法。」。,[[frac:核對目標：答案「3√2|4」確實回應「整合有理化與分數加法]]。」。,False,False,False,True,False,RENDERER_REPAIR
u11-s007-v009,u11,sqrt-rationalize-simple,mc,optionAnalysis[1].reason,此選項符合目標「整合有理化與分數加法。」；1/√2=√2/2，1/√8=1/(2√2)=√2/4，和為3√2/4。,此選項符合目標「整合有理化與分數加法。」；[[frac:1|√2]]=[[frac:√2|2]]，[[frac:1|√8]]=[[frac:1|(2√2)]]=[[frac:√2|4]]，[[frac:和為3√2|4]]。,False,False,False,True,False,RENDERER_REPAIR
u11-s007-v010,u11,sqrt-rationalize-simple,mc,independentSolution,不參照選項，從題幹條件重新計算：同乘√3後約分6/3。 詳算檢查：6/√3=6√3/3=2√3 分鐘。 因此結果為「2√3 分鐘」。,不參照選項，[[frac:從題幹條件重新計算：同乘√3後約分6|3]]。 [[frac:詳算檢查：6|√3]]=[[frac:6√3|3]]=2√3 分鐘。 因此結果為「2√3 分鐘」。,False,False,False,True,False,RENDERER_REPAIR
u11-s007-v010,u11,sqrt-rationalize-simple,mc,steps[1],獨立推導：不參照選項，從題幹條件重新計算：同乘√3後約分6/3。 詳算檢查：6/√3=6√3/3=2√3 分鐘。 因此結果為「2√3 分鐘」。,獨立推導：不參照選項，[[frac:從題幹條件重新計算：同乘√3後約分6|3]]。 [[frac:詳算檢查：6|√3]]=[[frac:6√3|3]]=2√3 分鐘。 因此結果為「2√3 分鐘」。,False,False,False,True,False,RENDERER_REPAIR
u11-s007-v011,u11,sqrt-rationalize-simple,mc,independentSolution,不參照選項，從題幹條件重新計算：先有理化，再以5約分。 詳算檢查：15/(2√5)同乘√5得15√5/10=3√5/2。 因此結果為「3√5/2 元」。,不參照選項，從題幹條件重新計算：先有理化，再以5約分。 [[frac:詳算檢查：15|(2√5)同乘√5得15√5]]/10=[[frac:3√5|2]]。 [[frac:因此結果為「3√5|2]] 元」。,False,False,False,True,False,RENDERER_REPAIR
u11-s007-v011,u11,sqrt-rationalize-simple,mc,explanation,15/(2√5)同乘√5得15√5/10=3√5/2。,[[frac:15|(2√5)同乘√5得15√5]]/10=[[frac:3√5|2]]。,False,False,False,True,False,RENDERER_REPAIR
u11-s007-v011,u11,sqrt-rationalize-simple,mc,steps[1],獨立推導：不參照選項，從題幹條件重新計算：先有理化，再以5約分。 詳算檢查：15/(2√5)同乘√5得15√5/10=3√5/2。 因此結果為「3√5/2 元」。,獨立推導：不參照選項，從題幹條件重新計算：先有理化，再以5約分。 [[frac:詳算檢查：15|(2√5)同乘√5得15√5]]/10=[[frac:3√5|2]]。 [[frac:因此結果為「3√5|2]] 元」。,False,False,False,True,False,RENDERER_REPAIR
u11-s007-v011,u11,sqrt-rationalize-simple,mc,steps[2],核對目標：答案「3√5/2 元」確實回應「輸出最簡有理化形式。」。,[[frac:核對目標：答案「3√5|2]] 元」確實回應「輸出最簡有理化形式。」。,False,False,False,True,False,RENDERER_REPAIR
u11-s007-v011,u11,sqrt-rationalize-simple,mc,optionAnalysis[3].reason,此選項符合目標「輸出最簡有理化形式。」；15/(2√5)同乘√5得15√5/10=3√5/2。,此選項符合目標「輸出最簡有理化形式。」；[[frac:15|(2√5)同乘√5得15√5]]/10=[[frac:3√5|2]]。,False,False,False,True,False,RENDERER_REPAIR
u11-s007-v012,u11,sqrt-rationalize-simple,mc,text,實驗式算得速率為 √6/√15 公尺/秒，報告要求最簡且分母有理化。結果為何？,實驗式算得速率為 [[frac:√6|√15]] [[frac:公尺|秒]]，報告要求最簡且分母有理化。結果為何？,False,False,False,True,True,RENDERER_REPAIR
u11-s007-v012,u11,sqrt-rationalize-simple,mc,choices[0],√10/5 公尺/秒,[[frac:√10|5]] [[frac:公尺|秒]],False,False,False,True,True,RENDERER_REPAIR
u11-s007-v012,u11,sqrt-rationalize-simple,mc,choices[1],√2/5 公尺/秒,[[frac:√2|5]] [[frac:公尺|秒]],False,False,False,True,True,RENDERER_REPAIR
u11-s007-v012,u11,sqrt-rationalize-simple,mc,choices[2],√90/15 公尺/秒,[[frac:√90|15]] [[frac:公尺|秒]],False,False,False,True,True,RENDERER_REPAIR
u11-s007-v012,u11,sqrt-rationalize-simple,mc,choices[3],2/5 公尺/秒,[[frac:2|5]] [[frac:公尺|秒]],False,False,False,True,True,RENDERER_REPAIR
u11-s007-v012,u11,sqrt-rationalize-simple,mc,independentSolution,不參照選項，從題幹條件重新計算：先約被開方數6/15=2/5，再有理化。 詳算檢查：√6/√15=√(2/5)=√2/√5，同乘√5得√10/5。 因此結果為「√10/5 公尺/秒」。,不參照選項，[[frac:從題幹條件重新計算：先約被開方數6|15]]=[[frac:2|5]]，再有理化。 [[frac:詳算檢查：√6|√15]]=[[frac:√(2|5)]]=[[frac:√2|√5]]，[[frac:同乘√5得√10|5]]。 [[frac:因此結果為「√10|5]] [[frac:公尺|秒」]]。,False,False,False,True,False,RENDERER_REPAIR
u11-s007-v012,u11,sqrt-rationalize-simple,mc,explanation,√6/√15=√(2/5)=√2/√5，同乘√5得√10/5。,[[frac:√6|√15]]=[[frac:√(2|5)]]=[[frac:√2|√5]]，[[frac:同乘√5得√10|5]]。,False,False,False,True,False,RENDERER_REPAIR
u11-s007-v012,u11,sqrt-rationalize-simple,mc,steps[1],獨立推導：不參照選項，從題幹條件重新計算：先約被開方數6/15=2/5，再有理化。 詳算檢查：√6/√15=√(2/5)=√2/√5，同乘√5得√10/5。 因此結果為「√10/5 公尺/秒」。,獨立推導：不參照選項，[[frac:從題幹條件重新計算：先約被開方數6|15]]=[[frac:2|5]]，再有理化。 [[frac:詳算檢查：√6|√15]]=[[frac:√(2|5)]]=[[frac:√2|√5]]，[[frac:同乘√5得√10|5]]。 [[frac:因此結果為「√10|5]] [[frac:公尺|秒」]]。,False,False,False,True,False,RENDERER_REPAIR
u11-s007-v012,u11,sqrt-rationalize-simple,mc,steps[2],核對目標：答案「√10/5 公尺/秒」確實回應「依報告規格化簡。」。,[[frac:核對目標：答案「√10|5]] [[frac:公尺|秒」確實回應「依報告規格化簡]]。」。,False,False,False,True,False,RENDERER_REPAIR
u11-s007-v012,u11,sqrt-rationalize-simple,mc,optionAnalysis[0].choice,√10/5 公尺/秒,[[frac:√10|5]] [[frac:公尺|秒]],False,False,False,True,False,RENDERER_REPAIR
u11-s007-v012,u11,sqrt-rationalize-simple,mc,optionAnalysis[0].reason,此選項符合目標「依報告規格化簡。」；√6/√15=√(2/5)=√2/√5，同乘√5得√10/5。,此選項符合目標「依報告規格化簡。」；[[frac:√6|√15]]=[[frac:√(2|5)]]=[[frac:√2|√5]]，[[frac:同乘√5得√10|5]]。,False,False,False,True,False,RENDERER_REPAIR
u11-s007-v012,u11,sqrt-rationalize-simple,mc,optionAnalysis[1].choice,√2/5 公尺/秒,[[frac:√2|5]] [[frac:公尺|秒]],False,False,False,True,False,RENDERER_REPAIR
u11-s007-v012,u11,sqrt-rationalize-simple,mc,optionAnalysis[2].choice,√90/15 公尺/秒,[[frac:√90|15]] [[frac:公尺|秒]],False,False,False,True,False,RENDERER_REPAIR
u11-s007-v012,u11,sqrt-rationalize-simple,mc,optionAnalysis[3].choice,2/5 公尺/秒,[[frac:2|5]] [[frac:公尺|秒]],False,False,False,True,False,RENDERER_REPAIR
u11-s007-v012,u11,sqrt-rationalize-simple,mc,unitAndRoundingCheck,數值改寫不改變公尺/秒單位。,[[frac:數值改寫不改變公尺|秒單位]]。,False,False,False,True,False,RENDERER_REPAIR
u11-s011-v010,u11,coordinate-distance-pythagorean,mc,unitAndRoundingCheck,5格×10公尺/格=50公尺。,5格×[[frac:10公尺|格]]=50公尺。,False,False,False,True,False,RENDERER_REPAIR
u11-s011-v011,u11,coordinate-distance-pythagorean,mc,unitAndRoundingCheck,座標單位乘0.5公尺/單位。,[[frac:座標單位乘0.5公尺|單位]]。,False,False,False,True,False,RENDERER_REPAIR
u11-s016-cr001,u11,root-literacy,cr,alternativeMethod,可比較乙每公里倍率的臨界值21/15=1.4；1.35<1.4，所以乙較低。,[[frac:可比較乙每公里倍率的臨界值21|15]]=1.4；1.35<1.4，所以乙較低。,False,False,False,True,False,RENDERER_REPAIR
u11-s016-v003,u11,root-literacy,mc,unitAndRoundingCheck,格數乘公尺/格。,[[frac:格數乘公尺|格]]。,False,False,False,True,False,RENDERER_REPAIR
u11-s016-v008,u11,root-literacy,mc,unitAndRoundingCheck,10單位×3公里/單位。,10單位×[[frac:3公里|單位]]。,False,False,False,True,False,RENDERER_REPAIR
u13-s003-cr001,u13,quadratic-formula,cr,fullCreditSolution[2],x=(3±5)/4，所以 x=2 或 x=-1/2。,x=[[frac:3±5|4，所以]] x=2 或 x=-[[frac:1|2]]。,False,False,False,True,False,RENDERER_REPAIR
u13-s003-cr002,u13,quadratic-formula,cr,rubric[0].criteria,得到 (-1±√2)/2，且清楚說明分母作用於整個分子。,得到 [[frac:-1±√2|2，且清楚說明分母作用於整個分子]]。,False,False,False,True,False,RENDERER_REPAIR
u13-s003-v004,u13,quadratic-formula,mc,steps[2],寫成(−1±5)/4並驗根。,寫成[[frac:−1±5|4並驗根]]。,False,False,False,True,False,RENDERER_REPAIR
u13-s003-v004,u13,quadratic-formula,mc,independentSolution,求根公式的分母是2a；本題a=2，所以分母必須是4。正確為x=(-1±5)/4，得到1與−3/2。,求根公式的分母是2a；本題a=2，所以分母必須是4。正確為x=[[frac:-1±5|4，得到1與]]−[[frac:3|2]]。,False,False,False,True,False,RENDERER_REPAIR
u13-s003-v005,u13,quadratic-formula,mc,explanation,先乘 -1：x²-4x-5=0；Δ=36，x=(4±6)/2，所以答案為「x=5 或 x=-1」。,先乘 -1：x²-4x-5=0；Δ=36，x=[[frac:4±6|2，所以答案為「x]]=5 或 x=-1」。,False,False,False,True,False,RENDERER_REPAIR
u13-s003-v008,u13,quadratic-formula,mc,explanation,a=4，b=4，c=-1，Δ=32；x=(-4±4√2)/8=(-1±√2)/2，所以答案為「x=(-1±√2)/2」。,a=4，b=4，c=-1，Δ=32；x=[[frac:-4±4√2|8]]=[[frac:-1±√2|2，所以答案為「x]]=[[frac:-1±√2|2」]]。,False,False,False,True,False,RENDERER_REPAIR
u13-s003-v011,u13,quadratic-formula,mc,explanation,Δ=81-32=49；d=(9±7)/4，得 4、1/2，再取 d>1，所以答案為「4」。,Δ=81-32=49；d=[[frac:9±7|4，得]] 4、[[frac:1|2]]，再取 d>1，所以答案為「4」。,False,False,False,True,False,RENDERER_REPAIR
u13-s003-v011,u13,quadratic-formula,mc,steps[1],d=(9±7)/4，得 4、1/2，再取 d>1,d=[[frac:9±7|4，得]] 4、[[frac:1|2]]，再取 d>1,False,False,False,True,False,RENDERER_REPAIR
u13-s003-v012,u13,quadratic-formula,mc,explanation,Δ=196+60=256；n=(14±16)/6，得 5、-1/3，取正整數 5，所以答案為「5」。,Δ=196+60=256；n=[[frac:14±16|6，得]] 5、-[[frac:1|3]]，取正整數 5，所以答案為「5」。,False,False,False,True,False,RENDERER_REPAIR
u13-s003-v012,u13,quadratic-formula,mc,steps[1],n=(14±16)/6，得 5、-1/3，取正整數 5,n=[[frac:14±16|6，得]] 5、-[[frac:1|3]]，取正整數 5,False,False,False,True,False,RENDERER_REPAIR
u13-s004-v011,u13,quadratic-discriminant,mc,explanation,恰有一實根，所以 Δ=0；49-8k=0，得 k=49/8，所以答案為「49/8」。,恰有一實根，所以 Δ=0；49-8k=0，得 k=[[frac:49|8]]，[[frac:所以答案為「49|8」]]。,False,False,False,True,False,RENDERER_REPAIR
u13-s005-cr002,u13,quadratic-square-root-method,cr,rubric[1].criteria,得到等值形式 (1±2√3)/2，但未最後整理，或一個書寫小瑕疵。,得到等值形式 [[frac:1±2√3|2，但未最後整理，或一個書寫小瑕疵]]。,False,False,False,True,False,RENDERER_REPAIR
u13-s011-cr001,u13,quadratic-formula-basic,cr,fullCreditSolution[2],x=(-1±5)/6，所以 x=2/3 或 x=-1。,x=[[frac:-1±5|6，所以]] x=[[frac:2|3]] 或 x=-1。,False,False,False,True,False,RENDERER_REPAIR
u13-s011-cr002,u13,quadratic-formula-basic,cr,independentReview.derivedResult,x=(1±√6)/5，且有兩個相異實根。,x=[[frac:1±√6|5，且有兩個相異實根]]。,False,False,False,True,False,RENDERER_REPAIR
u13-s011-v004,u13,quadratic-formula-basic,mc,explanation,a=3，b=1，c=-1；x=(-1±√13)/6，所以答案為「x=(-1±√13)/6」。,a=3，b=1，c=-1；x=[[frac:-1±√13|6，所以答案為「x]]=[[frac:-1±√13|6」]]。,False,False,False,True,False,RENDERER_REPAIR
u13-s011-v008,u13,quadratic-formula-basic,mc,explanation,a=2，b=5，c=1；x=(-5±√17)/4，所以答案為「x=(-5±√17)/4」。,a=2，b=5，c=1；x=[[frac:-5±√17|4，所以答案為「x]]=[[frac:-5±√17|4」]]。,False,False,False,True,False,RENDERER_REPAIR
u13-s011-v011,u13,quadratic-formula-basic,mc,explanation,Δ=121-40=81；q=(11±9)/4，得 5、1/2，取 5，所以答案為「5」。,Δ=121-40=81；q=[[frac:11±9|4，得]] 5、[[frac:1|2]]，取 5，所以答案為「5」。,False,False,False,True,False,RENDERER_REPAIR
u13-s011-v011,u13,quadratic-formula-basic,mc,steps[1],q=(11±9)/4，得 5、1/2，取 5,q=[[frac:11±9|4，得]] 5、[[frac:1|2]]，取 5,False,False,False,True,False,RENDERER_REPAIR
u13-s015-cr002,u13,quadratic-literacy,cr,fullCreditSolution[2],Δ=6400-4800=1600，n=(80±40)/2，得 20 或 60。,Δ=6400-4800=1600，n=[[frac:80±40|2，得]] 20 或 60。,False,False,False,True,False,RENDERER_REPAIR
u14-s002-v003,u14,arithmetic-sequence-nth,mc,mainExplanation,依題意依序處理：辨認分數公差1/2。；通分後相加。，所以唯一正確選項是「9/2」。,[[frac:依題意依序處理：辨認分數公差1|2]]。；通分後相加。，[[frac:所以唯一正確選項是「9|2」]]。,False,False,False,True,False,RENDERER_REPAIR
u14-s002-v003,u14,arithmetic-sequence-nth,mc,steps[0],辨認分數公差1/2。,[[frac:辨認分數公差1|2]]。,False,False,False,True,False,RENDERER_REPAIR
u14-s002-v003,u14,arithmetic-sequence-nth,mc,optionAnalysis[0].reason,首項1/2、公差1/2，a_9=1/2+8×1/2=9/2。,[[frac:首項1|2]]、[[frac:公差1|2]]，a_9=[[frac:1|2]]+8×[[frac:1|2]]=[[frac:9|2]]。,False,False,False,True,False,RENDERER_REPAIR
u14-s002-v003,u14,arithmetic-sequence-nth,mc,optionAnalysis[1].reason,4是少加一次1/2。,[[frac:4是少加一次1|2]]。,False,False,False,True,False,RENDERER_REPAIR
u14-s002-v003,u14,arithmetic-sequence-nth,mc,optionAnalysis[2].reason,5是多加一次1/2。,[[frac:5是多加一次1|2]]。,False,False,False,True,False,RENDERER_REPAIR
u14-s002-v003,u14,arithmetic-sequence-nth,mc,optionAnalysis[3].reason,11/2多算兩次公差。,[[frac:11|2多算兩次公差]]。,False,False,False,True,False,RENDERER_REPAIR
u14-s002-v003,u14,arithmetic-sequence-nth,mc,misconceptionTarget,把第9項直接算成9×1/2卻不說明首項，或分數步數錯。,把第9項直接算成9×[[frac:1|2卻不說明首項]]，或分數步數錯。,False,False,False,True,False,RENDERER_REPAIR
u14-s003-v012,u14,arithmetic-sequence-common-diff,mc,independentSolution,d=(1620-1260)/(9-3)=360/6=60元/期。,d=[[frac:1620-1260|9-3]]=[[frac:360|6]]=[[frac:60元|期]]。,False,False,False,True,False,RENDERER_REPAIR
u14-s003-v012,u14,arithmetic-sequence-common-diff,mc,ambiguityBoundaryAudit,金額差360元分配於6個間隔；答案60元/期。,金額差360元分配於6個間隔；[[frac:答案60元|期]]。,False,False,False,True,False,RENDERER_REPAIR
u14-s004-v002,u14,geometric-basic,mc,mainExplanation,依題意依序處理：求公比1/3。；將3乘1/3。，所以唯一正確選項是「1」。,[[frac:依題意依序處理：求公比1|3]]。；[[frac:將3乘1|3]]。，所以唯一正確選項是「1」。,False,False,False,True,False,RENDERER_REPAIR
u14-s004-v002,u14,geometric-basic,mc,steps[0],求公比1/3。,[[frac:求公比1|3]]。,False,False,False,True,False,RENDERER_REPAIR
u14-s004-v002,u14,geometric-basic,mc,steps[1],將3乘1/3。,[[frac:將3乘1|3]]。,False,False,False,True,False,RENDERER_REPAIR
u14-s004-v002,u14,geometric-basic,mc,optionAnalysis[2].reason,公比為1/3，3×1/3=1。,[[frac:公比為1|3]]，3×[[frac:1|3]]=1。,False,False,False,True,False,RENDERER_REPAIR
u14-s004-v002,u14,geometric-basic,mc,ambiguityBoundaryAudit,公比1/3；答案精確。,[[frac:公比1|3]]；答案精確。,False,False,False,True,False,RENDERER_REPAIR
u14-s004-v004,u14,geometric-basic,mc,optionAnalysis[0].reason,相鄰比10/5、20/10、40/20皆為2。,[[frac:相鄰比10|5]]、[[frac:20|10]]、[[frac:40|20皆為2]]。,False,False,False,True,False,RENDERER_REPAIR
u14-s004-v005,u14,geometric-basic,mc,independentSolution,(1/2)/(1/4)=2、1/(1/2)=2、2/1=2，因此下一項4。,[[[[frac:frac:1|2|1]]/4]]=2、[[frac:1|(1]]/2)=2、[[frac:2|1]]=2，因此下一項4。,True,True,False,False,False,RENDERER_REPAIR
u14-s004-v005,u14,geometric-basic,mc,optionAnalysis[1].reason,5/2是固定加1/2的錯誤延伸。,[[frac:5|2是固定加1]]/2的錯誤延伸。,False,False,False,True,False,RENDERER_REPAIR
u14-s004-v008,u14,geometric-basic,mc,mainExplanation,依題意依序處理：逐次乘1/2。；檢查前一項與達標項。，所以唯一正確選項是「5」。,[[frac:依題意依序處理：逐次乘1|2]]。；檢查前一項與達標項。，所以唯一正確選項是「5」。,False,False,False,True,False,RENDERER_REPAIR
u14-s004-v008,u14,geometric-basic,mc,steps[0],逐次乘1/2。,[[frac:逐次乘1|2]]。,False,False,False,True,False,RENDERER_REPAIR
u14-s004-v009,u14,geometric-basic,mc,independentSolution,由b/a=c/b得b²=ac=324，因此b=±18；正數條件保留18。,[[frac:由b|a]]=[[frac:c|b得b²]]=ac=324，因此b=±18；正數條件保留18。,False,False,False,True,False,RENDERER_REPAIR
u14-s004-v012,u14,geometric-basic,mc,optionAnalysis[3].reason,通過5層即乘(1/2)^5，160÷32=5。,[[frac:通過5層即乘(1|2)^5]]，160÷32=5。,False,False,False,True,False,RENDERER_REPAIR
u14-s005-v005,u14,sequence-nth-term,mc,optionAnalysis[3].reason,此為三角數，a_n=n(n+1)/2，所以a_10=10×11÷2=55。,此為三角數，a_n=n[[frac:n+1|2，所以a_10]]=10×11÷2=55。,False,False,False,True,False,RENDERER_REPAIR
u14-s006-v004,u14,arithmetic-mean-term,mc,givenConditions[0],兩端3/2與15/2,[[frac:兩端3|2與15]]/2,False,False,False,True,False,RENDERER_REPAIR
u14-s006-v004,u14,arithmetic-mean-term,mc,independentSolution,兩端同分母相加得18/2=9，再除2得9/2。,[[frac:兩端同分母相加得18|2]]=9，[[frac:再除2得9|2]]。,False,False,False,True,False,RENDERER_REPAIR
u14-s006-v004,u14,arithmetic-mean-term,mc,mainExplanation,依題意依序處理：相加。；除以2並約分。，所以唯一正確選項是「9/2」。,依題意依序處理：相加。；除以2並約分。，[[frac:所以唯一正確選項是「9|2」]]。,False,False,False,True,False,RENDERER_REPAIR
u14-s006-v004,u14,arithmetic-mean-term,mc,optionAnalysis[2].reason,18/2等於9，是兩端和。,[[frac:18|2等於9]]，是兩端和。,False,False,False,True,False,RENDERER_REPAIR
u14-s006-v004,u14,arithmetic-mean-term,mc,optionAnalysis[3].reason,[(3/2)+(15/2)]/2=(18/2)/2=9/2。,[[[frac:(3|2)]]+[[frac:(15|2)]]]/2=[[[[frac:frac:18|2|2]]]]=[[frac:9|2]]。,True,True,False,False,False,RENDERER_REPAIR
u14-s006-v004,u14,arithmetic-mean-term,mc,ambiguityBoundaryAudit,答案以最簡分數9/2表示。,[[frac:答案以最簡分數9|2表示]]。,False,False,False,True,False,RENDERER_REPAIR
u14-s007-cr002,u14,sequence-pattern-word,cr,rubric[0].criteria,正確列出n列、得到n(3n+1)/2並算57。,正確列出n列、得到n[[frac:3n+1|2並算57]]。,False,False,False,True,False,RENDERER_REPAIR
u14-s007-cr002,u14,sequence-pattern-word,cr,partialCreditRules[0],等價未化簡式n²+n(n+1)/2可得滿分。,等價未化簡式n²+n[[frac:n+1|2可得滿分]]。,False,False,False,True,False,RENDERER_REPAIR
u14-s008-cr002,u14,geometric-nth-basic,cr,rubric[0].criteria,公式R_n=256(3/4)^n與R_5=60.75g均正確，並說明n=0起始。,公式R_n=[[frac:256(3|4)^n與R_5]]=60.75g均正確，並說明n=0起始。,False,False,False,True,False,RENDERER_REPAIR
u14-s008-cr002,u14,geometric-nth-basic,cr,followThroughPolicy,若逐期某一步算錯但後續持續乘3/4，保留方法分至2分。,[[frac:若逐期某一步算錯但後續持續乘3|4]]，保留方法分至2分。,False,False,False,True,False,RENDERER_REPAIR
u14-s008-cr002,u14,geometric-nth-basic,cr,commonErrors[1],把剩3/4誤作減3/4 g。,[[frac:把剩3|4誤作減3]]/4 g。,False,False,False,True,False,RENDERER_REPAIR
u14-s008-v002,u14,geometric-nth-basic,mc,optionAnalysis[2].reason,1/3是第6項。,[[frac:1|3是第6項]]。,False,False,False,True,False,RENDERER_REPAIR
u14-s008-v002,u14,geometric-nth-basic,mc,misconceptionTarget,把第5項誤作乘5次1/3。,[[frac:把第5項誤作乘5次1|3]]。,False,False,False,True,False,RENDERER_REPAIR
u14-s008-v005,u14,geometric-nth-basic,mc,optionAnalysis[3].reason,1/2會使數列遞減。,[[frac:1|2會使數列遞減]]。,False,False,False,True,False,RENDERER_REPAIR
u14-s008-v006,u14,geometric-nth-basic,mc,optionAnalysis[1].reason,3/8漏負號。,[[frac:3|8漏負號]]。,False,False,False,True,False,RENDERER_REPAIR
u14-s008-v006,u14,geometric-nth-basic,mc,optionAnalysis[2].reason,-3/16把次方算成1/16。,-[[frac:3|16把次方算成1]]/16。,False,False,False,True,False,RENDERER_REPAIR
u14-s008-v006,u14,geometric-nth-basic,mc,optionAnalysis[3].reason,3/16同時符號與次方錯。,[[frac:3|16同時符號與次方錯]]。,False,False,False,True,False,RENDERER_REPAIR
u14-s008-v006,u14,geometric-nth-basic,mc,misconceptionTarget,把(-1/2)^3誤作-1/2^4或忽略括號。,把(-[[frac:1|2)^3誤作]]-[[frac:1|2^4或忽略括號]]。,False,False,False,True,False,RENDERER_REPAIR
u14-s008-v011,u14,geometric-nth-basic,mc,givenConditions[1],每週期剩1/2,[[frac:每週期剩1|2]],False,False,False,True,False,RENDERER_REPAIR
u14-s011-cr002,u14,series-sum-word,cr,fullCreditSolution[2],d=(1050-500)/(12-1)=550/11=50元/期。,d=[[frac:1050-500|12-1]]=[[frac:550|11]]=[[frac:50元|期]]。,False,False,False,True,False,RENDERER_REPAIR
u14-s011-cr002,u14,series-sum-word,cr,reasoningSteps[2],d=(1050-500)/(12-1)=550/11=50元/期。,d=[[frac:1050-500|12-1]]=[[frac:550|11]]=[[frac:50元|期]]。,False,False,False,True,False,RENDERER_REPAIR
u14-s011-cr002,u14,series-sum-word,cr,rubric[0].criteria,末期1050元、公差50元/期，且總和驗算正確。,末期1050元、[[frac:公差50元|期]]，且總和驗算正確。,False,False,False,True,False,RENDERER_REPAIR
u14-s011-cr002,u14,series-sum-word,cr,unitAndNotationRules,金額單位元，公差應寫元/期。,金額單位元，[[frac:公差應寫元|期]]。,False,False,False,True,False,RENDERER_REPAIR
u14-s011-cr002,u14,series-sum-word,cr,independentReview.unitBoundaryCheck,金額單位元，公差應寫元/期。,金額單位元，[[frac:公差應寫元|期]]。,False,False,False,True,False,RENDERER_REPAIR
u14-s011-v004,u14,series-sum-word,mc,optionAnalysis[0].reason,360=8(24+a_8)/2，故90=24+a_8，a_8=66。,360=8[[frac:24+a_8|2，故90]]=24+a_8，a_8=66。,False,False,False,True,False,RENDERER_REPAIR
u14-s011-v004,u14,series-sum-word,mc,optionAnalysis[1].reason,45是平均360/8。,[[frac:45是平均360|8]]。,False,False,False,True,False,RENDERER_REPAIR
u14-s011-v006,u14,series-sum-word,mc,optionAnalysis[0].reason,25是平均420/12附近錯算。,[[frac:25是平均420|12附近錯算]]。,False,False,False,True,False,RENDERER_REPAIR
u14-s011-v011,u14,series-sum-word,mc,optionAnalysis[0].reason,26是平均234/9。,[[frac:26是平均234|9]]。,False,False,False,True,False,RENDERER_REPAIR
