reviewSequence,questionId,unitId,skillSlot,skillId,skillTitle,questionType,difficulty,primaryText,choicesJson,answerIndex,figureId,initialVerdict,reviewNote,autoFlags,directRendererDefectCount,allRendererDefectCount,contentSha256,contentAuthority
2428,u13-s010-v006,u13,s010,quadratic-check-root,二次方程式解的代入檢查,mc,standard,檢查 x=-2 是否為 x²+3x-10=0 的根，正確計算為何？,"[""(-2)²+3(-2)-10=0，所以是"", ""-2²+3(-2)-10=-20，所以不是"", ""(-2)²+3(-2)-10=-12，所以不是"", ""(-2)²+3·2-10=0，所以是""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,c0f6108f13b4d1116617ad9fb1956e07062c00b5aea188d8e59d262950ecdded,CHATGPT_HUMAN_AUTHORED_R1
2429,u13-s010-v007,u13,s010,quadratic-check-root,二次方程式解的代入檢查,mc,advanced,若 x=3 是 x²+kx-12=0 的根，k 為何？,"[""1"", ""-1"", ""3"", ""4""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,c2e59a09b461e1f12ab6a1f2edf6e9d077cbcd5f2aa4eb4d06b277a6938a5823,CHATGPT_HUMAN_AUTHORED_R1
2430,u13-s010-v008,u13,s010,quadratic-check-root,二次方程式解的代入檢查,mc,advanced,若 x=-2 是 2x²+mx-6=0 的根，m 為何？,"[""-1"", ""2"", ""7"", ""1""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,2fe814ddf0a51a162841d00d43ce77b0e8cfc6829c66eb782b2267e576e8d068,CHATGPT_HUMAN_AUTHORED_R1
2431,u13-s010-v009,u13,s010,quadratic-check-root,二次方程式解的代入檢查,mc,advanced,已知某方程式的候選根為 2、-5。下列哪個方程式可由代入確認兩者皆為根？,"[""x²-3x-10=0"", ""x²+7x+10=0"", ""x²+3x-10=0"", ""x²-7x+10=0""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,5a9216f317aa42cd45a1abe71e329220292b2a15cc1b783e5bbc13eda0f161a1,CHATGPT_HUMAN_AUTHORED_R1
2432,u13-s010-v010,u13,s010,quadratic-check-root,二次方程式解的代入檢查,mc,literacy,校正報告建議 t=4，模型為 t²-9t+20=0。此建議是否通過代入檢查？,"[""不通過，因為 4²=16"", ""不通過，因為 16-9+20≠0"", ""通過，因為 4+9+20=33"", ""通過，因為 16-36+20=0""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,831c01eafb8735fd3ac9efd28fd59b3e6e4d0714aea1c8864c8ac2f54b647cc7,CHATGPT_HUMAN_AUTHORED_R1
2433,u13-s010-v011,u13,s010,quadratic-check-root,二次方程式解的代入檢查,mc,literacy,包裝寬度模型為 x²+5x-24=0，候選值為 3 與 -8。若寬度必須為正，應採用哪個？,"[""-8"", ""3"", ""3 與 -8"", ""兩個都不採用""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,0573f51bfc99e35f51b17f47fd523fbaec38867fcdcbf431a6490117ce53e64c,CHATGPT_HUMAN_AUTHORED_R1
2434,u13-s010-v012,u13,s010,quadratic-check-root,二次方程式解的代入檢查,mc,literacy,一份解題報告列 x=2、x=3 為 x²-5x+6=0 的根。審核結論為何？,"[""報告正確，兩值代入皆為 0"", ""報告錯誤，只有 x=2"", ""報告錯誤，只有 x=3"", ""報告錯誤，兩值都不成立""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,3542e97cea2b6bb6a78228e087186363bf63407535168b789a62cf2b342a7d49,CHATGPT_HUMAN_AUTHORED_R1
2435,u13-s010-cr001,u13,s010,quadratic-check-root,二次方程式解的代入檢查,cr,standard,判斷 x=3 與 x=-2 是否為方程式 x²-x-6=0 的解，必須逐一代入。,[],,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,41d66bc42f5e2e7b73bfdb109051deb3c3c93179c4e73fc3416abcf5b91aac6b,CHATGPT_HUMAN_AUTHORED_R1
2436,u13-s010-cr002,u13,s010,quadratic-check-root,二次方程式解的代入檢查,cr,advanced,學生聲稱 x=1/2 是 4x²-5x+1=0 的解。請驗證並判斷他的聲稱。,[],,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,SLASH_IN_PROMPT,0,0,f64c5bb428020c033307642d59f9e8238f266ff96d6b42146408faf9c1db18c7,CHATGPT_HUMAN_AUTHORED_R1
2437,u13-s011-v001,u13,s011,quadratic-formula-basic,公式解的基本代入,mc,basic,用公式解 x²+3x-4=0，根為何？,"[""x=4 或 x=-1"", ""x=1 或 x=-4"", ""x=3 或 x=-4/3"", ""x=-3±5""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,f152a0e556981a496369d001b51d8229b0a9d03201af9ad6c69d23f17eed51c3,CHATGPT_HUMAN_AUTHORED_R1
2438,u13-s011-v002,u13,s011,quadratic-formula-basic,公式解的基本代入,mc,basic,用公式解 x²-4x-1=0。,"[""x=2±√5"", ""x=-2±√5"", ""x=4±√5"", ""x=2±5""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,888439df96a458eee85c96b4357e7f58dee033eb897d65533fdc69efdca58772,CHATGPT_HUMAN_AUTHORED_R1
2439,u13-s011-v003,u13,s011,quadratic-formula-basic,公式解的基本代入,mc,basic,解 2x²-3x-2=0。,"[""x=-2 或 x=1/2"", ""x=3 或 x=-2"", ""x=1 或 x=-1"", ""x=2 或 x=-1/2""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,c9544220c898e99614b5f4a8a8a5965ea7ae112213023a0609de43ba9fbbd1c5,CHATGPT_HUMAN_AUTHORED_R1
2440,u13-s011-v004,u13,s011,quadratic-formula-basic,公式解的基本代入,mc,standard,3x²+x-1=0 的解為何？,"[""x=(1±√13)/6"", ""x=(-1±13)/6"", ""x=(-1±√13)/6"", ""x=(-1±√13)/3""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,ANY_RENDERER_DEFECT,0,1,cd2ef8a0b017a02ae40dadb29d07017873c489c4547cf3586bab3ba9444b7cbd,CHATGPT_HUMAN_AUTHORED_R1
2441,u13-s011-v005,u13,s011,quadratic-formula-basic,公式解的基本代入,mc,standard,x²+2x-7=0 的根為何？,"[""x=-1±2√2"", ""x=1±2√2"", ""x=-2±√7"", ""x=-1±√2""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,14463fc4fb8f6e8ac7a3d1a6b9ec580002addec4f673ace686f662c8a3a32cb4,CHATGPT_HUMAN_AUTHORED_R1
2442,u13-s011-v006,u13,s011,quadratic-formula-basic,公式解的基本代入,mc,standard,將求根公式的正負兩個分支分別約分，解 4x²-4x-3=0。,"[""x=3 或 x=-1"", ""x=3/2 或 x=-1/2"", ""x=1/2 或 x=-3/2"", ""x=4±8""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,27ad11b60fcf3fecd9d62321a254e18ea6c8c9dd42c40177734b17168760eb63,CHATGPT_HUMAN_AUTHORED_R1
2443,u13-s011-v007,u13,s011,quadratic-formula-basic,公式解的基本代入,mc,advanced,5x²+2x-3=0 的解為何？,"[""x=1 或 x=-3/5"", ""x=3 或 x=-5"", ""x=-2±8/10"", ""x=3/5 或 x=-1""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,b501fd95d50d0cdba7580af0fb5c2c4df71edd59f4bba08efef06a229d3e1b82,CHATGPT_HUMAN_AUTHORED_R1
2444,u13-s011-v008,u13,s011,quadratic-formula-basic,公式解的基本代入,mc,advanced,解 2x²+5x+1=0。,"[""x=(5±√17)/4"", ""x=(-5±17)/4"", ""x=(-5±√17)/4"", ""x=(-5±√17)/2""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,ANY_RENDERER_DEFECT,0,1,dcf2256820aeb0beb293fd04ce05b92376f99149d1336ae393c4e9eb08c4ed95,CHATGPT_HUMAN_AUTHORED_R1
2445,u13-s011-v009,u13,s011,quadratic-formula-basic,公式解的基本代入,mc,advanced,解 -2x²+7x-3=0。,"[""x=-3 或 x=-1/2"", ""x=3 或 x=1/2"", ""x=7/2±5/2"", ""x=-1 或 x=3/2""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,cdbb94ad6287e11e472b6edd7d7458ad03fb73cb9b6ae0be2101f9e2322a543b,CHATGPT_HUMAN_AUTHORED_R1
2446,u13-s011-v010,u13,s011,quadratic-formula-basic,公式解的基本代入,mc,literacy,某物體的時間模型為 -t²+6t+7=0，且 t≥0。符合的時間為何？,"[""7 秒"", ""-1 秒"", ""6 秒"", ""7 或 -1 秒""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,fd66558a9e135c9ac19c16bc9172a5af7c756b89271af40f82998ded13f21eb7,CHATGPT_HUMAN_AUTHORED_R1
2447,u13-s011-v011,u13,s011,quadratic-formula-basic,公式解的基本代入,mc,literacy,損益模型 2q²-11q+5=0，q 必須為正整數。q 為何？,"[""1/2"", ""11/4"", ""5 或 1/2"", ""5""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,ANY_RENDERER_DEFECT,0,2,652db94ee3a4e72ebf2f6fb67820b533cdf4e3e3154166811dc8f1c2240111e2,CHATGPT_HUMAN_AUTHORED_R1
2448,u13-s011-v012,u13,s011,quadratic-formula-basic,公式解的基本代入,mc,literacy,訊號距離 d 滿足 3d²-2d-8=0，且 d>0。d 為何？,"[""-4/3"", ""4/3"", ""2"", ""2 或 -4/3""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,bec13ae9ad1634def6f51427e5394ae3722553d22130aab38871ce0654260d8d,CHATGPT_HUMAN_AUTHORED_R1
2449,u13-s011-cr001,u13,s011,quadratic-formula-basic,公式解的基本代入,cr,standard,用求根公式解 3x²+x-2=0，並將答案化簡。,[],,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,ANY_RENDERER_DEFECT,0,1,d60ae8fc3989142e8bed39b3841cc7b9f1bec9871dbd4d05d59173446c68cef2,CHATGPT_HUMAN_AUTHORED_R1
2450,u13-s011-cr002,u13,s011,quadratic-formula-basic,公式解的基本代入,cr,advanced,用求根公式解 5x²-2x-1=0，答案保留最簡根式，並說明為何得到兩個相異實根。,[],,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,ANY_RENDERER_DEFECT,0,1,7f1255c3315d51e2aa7d7725ce8ce980ad63ca51a787b641688c296c6c9d3620,CHATGPT_HUMAN_AUTHORED_R1
2451,u13-s012-v001,u13,s012,quadratic-word-problem,二次方程式文字應用,mc,basic,一個正數 x 與 x+3 的乘積為 40，x 為何？,"[""-8"", ""8"", ""4"", ""5""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,2963d8df00ffb86847ec96bb26922321f4359ba03502e704637f5f3c7c941b6a,CHATGPT_HUMAN_AUTHORED_R1
2452,u13-s012-v002,u13,s012,quadratic-word-problem,二次方程式文字應用,mc,basic,某正數的平方比它的 5 倍多 24。這個正數為何？,"[""-3"", ""5"", ""8"", ""24""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,403229a1e1a9f232bd28d9731110fc02124c47e99ede6b10804e303a4027eb5c,CHATGPT_HUMAN_AUTHORED_R1
2453,u13-s012-v003,u13,s012,quadratic-word-problem,二次方程式文字應用,mc,basic,兩個相差 4 的正數乘積為 45，較小數為何？,"[""5"", ""9"", ""-9"", ""-5""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,3c72a49d29d021c6018585742f78413f220349e54f52e7766a033197d2aac877,CHATGPT_HUMAN_AUTHORED_R1
2454,u13-s012-v004,u13,s012,quadratic-word-problem,二次方程式文字應用,mc,standard,甲的年齡比乙大 3 歲，兩人年齡乘積為 70。若兩人皆為正整數，乙幾歲？,"[""10 歲"", ""7 歲"", ""5 歲"", ""14 歲""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,43bbbdbb5ec518f9e38446a92e0c91f7ea2b14c445420e87bd1ae018d9cb0777,CHATGPT_HUMAN_AUTHORED_R1
2455,u13-s012-v005,u13,s012,quadratic-word-problem,二次方程式文字應用,mc,standard,長方形卡片有 x 排、每排 x+2 張貼紙，共 48 張。x 為何？,"[""-8"", ""8"", ""6"", ""24""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,eb03151b579b793182fb6637148cdbd116eb3f7018ddca3d33f19f57eb1b9818,CHATGPT_HUMAN_AUTHORED_R1
2456,u13-s012-v006,u13,s012,quadratic-word-problem,二次方程式文字應用,mc,standard,正數 x 的平方與 x 的和為 72，x 為何？,"[""-9"", ""9"", ""72"", ""8""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,8b0955a16958d1f19a515d0b080a6fbcda50eb6d497a58b1ebc6dd91b99faaa1,CHATGPT_HUMAN_AUTHORED_R1
2457,u13-s012-v007,u13,s012,quadratic-word-problem,二次方程式文字應用,mc,advanced,120 km 行程中，速度增加 10 km/h 後可少花 1 小時。原速為何？,"[""-40 km/h"", ""30 km/h"", ""20 km/h"", ""40 km/h""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,SLASH_IN_PROMPT,0,0,233c14c88132bbae5247f762b47037645d0af83c814548848eef1d25fd9b21a4,CHATGPT_HUMAN_AUTHORED_R1
2458,u13-s012-v008,u13,s012,quadratic-word-problem,二次方程式文字應用,mc,advanced,某活動分成 n 組，每組 n-2 人，共 80 人，且 n>2。n 為何？,"[""10"", ""-8"", ""8"", ""12""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,861cb279aef4e11f3ebf78f0cd21fe29d538dffff144bcd00e69b76d41ee2814,CHATGPT_HUMAN_AUTHORED_R1
2459,u13-s012-v009,u13,s012,quadratic-word-problem,二次方程式文字應用,mc,advanced,某照片牆有 x 排，每排 x+1 張，共 132 張，x 為正整數。x 為何？,"[""-12"", ""12"", ""66"", ""11""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,d73e465c470ddf1a800bcae144c590da1f1d5d62a1ddca7c3dee29276bedae54,CHATGPT_HUMAN_AUTHORED_R1
2460,u13-s012-v010,u13,s012,quadratic-word-problem,二次方程式文字應用,mc,literacy,每位參加者收費 300-5n 元，共 n 人，總收入 4000 元；場地最多 30 人。n 為何？,"[""40"", ""20"", ""30"", ""20 或 40""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,55aff6a94848365f2259925090894dca2ba5858df87aa2e61398934359e9f05e,CHATGPT_HUMAN_AUTHORED_R1
2461,u13-s012-v011,u13,s012,quadratic-word-problem,二次方程式文字應用,mc,literacy,包裝機每批放 q 列、每列 q-5 件，共 84 件，且 q>5。q 為何？,"[""12"", ""-7"", ""7"", ""14""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,1f8c9102600045f106073464bb4e6ff248774d0cb185ee705c05b81e5bc9ea4e,CHATGPT_HUMAN_AUTHORED_R1
2462,u13-s012-v012,u13,s012,quadratic-word-problem,二次方程式文字應用,mc,literacy,某會員方案有 n 人，每人可獲 n+4 點，總點數 96 點；n 為正整數。n 為何？,"[""-12"", ""12"", ""8"", ""24""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,aa3a77ece37c8cacede852c56111841acd94ab5767e0dd1a6338bd9504201174,CHATGPT_HUMAN_AUTHORED_R1
2463,u13-s012-cr001,u13,s012,quadratic-word-problem,二次方程式文字應用,cr,standard,某正整數比它的平方少 72。求此正整數，並寫出列式。,[],,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,ca69ffc0d15c815321bf93942daaab43e4d3ad950357376cc0bc9665e210794d,CHATGPT_HUMAN_AUTHORED_R1
2464,u13-s012-cr002,u13,s012,quadratic-word-problem,二次方程式文字應用,cr,advanced,一輛車原速為 v km/h，行駛 120 km。速度增加 20 km/h 後，時間少 1 小時。求原速。,[],,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,SLASH_IN_PROMPT,0,0,0fd79f304082ae96280382ba859d62fbe81abdb3b0059a923e853e55180b3fbe,CHATGPT_HUMAN_AUTHORED_R1
2465,u13-s013-v001,u13,s013,quadratic-area-problem,面積問題列一元二次方程式,mc,basic,長方形寬 x 公分、長 x+4 公分，面積 60 平方公分。寬為何？,"[""6 公分"", ""-10 公分"", ""10 公分"", ""15 公分""]",0,u13-fig-rectangle-difference,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,8c9e36fffbdc701500a315f65d9a0cc65c4341ae557b971c49dfc7443e2097b3,CHATGPT_HUMAN_AUTHORED_R1
2466,u13-s013-v002,u13,s013,quadratic-area-problem,面積問題列一元二次方程式,mc,basic,正方形面積為 121 平方公尺，邊長為何？,"[""-11 公尺"", ""121 公尺"", ""11 公尺"", ""22 公尺""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,9a58c05316c96eb64a16aac51bbc78ff9e6128d7641e1eff67d471a553f0f9ab,CHATGPT_HUMAN_AUTHORED_R1
2467,u13-s013-v003,u13,s013,quadratic-area-problem,面積問題列一元二次方程式,mc,basic,長方形的長比寬多 3 公尺，面積為 54 平方公尺。寬為何？,"[""-9 公尺"", ""6 公尺"", ""9 公尺"", ""18 公尺""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,e2dcc65d0696a4ab02a4796717e8945e1018b40508c9b89455dca4a289e670bf,CHATGPT_HUMAN_AUTHORED_R1
2468,u13-s013-v004,u13,s013,quadratic-area-problem,面積問題列一元二次方程式,mc,standard,正方形邊長為 x 公分，其面積的數值比周長的數值多 45。x 為何？,"[""-5"", ""5"", ""45"", ""9""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,1a931c68fb7fde0e81f8619a3d8d4212c5c31839ea873c5eeff3c2d40525204c,CHATGPT_HUMAN_AUTHORED_R1
2469,u13-s013-v005,u13,s013,quadratic-area-problem,面積問題列一元二次方程式,mc,standard,長方形的兩邊為 x+4 與 x+2，面積為 48。x 為何？,"[""4"", ""-10"", ""6"", ""8""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,313d6726ef461b93440e1db9edb557e4ae7b78b8d7de4db73111fb8a89064b72,CHATGPT_HUMAN_AUTHORED_R1
2470,u13-s013-v006,u13,s013,quadratic-area-problem,面積問題列一元二次方程式,mc,standard,長方形周長為 28 公分，面積為 48 平方公分。若一邊為 x，x 可能為何？,"[""只有 6"", ""只有 8"", ""4 或 12"", ""6 或 8""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,e86092bbcd82f2575fde1ef1fec68a7f59c80a8d13d07f0bc8e66c8cf62edc99,CHATGPT_HUMAN_AUTHORED_R1
2471,u13-s013-v007,u13,s013,quadratic-area-problem,面積問題列一元二次方程式,mc,advanced,一個 10 m×6 m 的長方形四周外擴等寬 x m，外框總面積為 192 m²。x 為何？,"[""-11"", ""3"", ""6"", ""4""]",1,u13-fig-uniform-border,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,c9b0402cd38ef0560de9a2d32f671b3f1647b2d88be008846e289d5cadb2e334,CHATGPT_HUMAN_AUTHORED_R1
2472,u13-s013-v008,u13,s013,quadratic-area-problem,面積問題列一元二次方程式,mc,advanced,正方形切去一個 3 cm×4 cm 的小長方形後，剩餘面積 84 cm²。正方形邊長為何？,"[""√84 cm"", ""2√6 cm"", ""4√6 cm"", ""96 cm""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,7854a0245eb273bf897143d646d0d7a4a2e5615fcc2f0c0880a457c405e92ac6,CHATGPT_HUMAN_AUTHORED_R1
2473,u13-s013-v009,u13,s013,quadratic-area-problem,面積問題列一元二次方程式,mc,advanced,長方形寬 x、長 x+5，面積 84。其周長為何？,"[""38"", ""19"", ""84"", ""24""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,ea5252ba238c51d745fefd35db5f21540bda4bbcbe6d10572e195ce6f1343884,CHATGPT_HUMAN_AUTHORED_R1
2474,u13-s013-v010,u13,s013,quadratic-area-problem,面積問題列一元二次方程式,mc,literacy,一間長方形教室寬 x 公尺、長 x+6 公尺，地板面積 160 平方公尺。教室寬為何？,"[""-16 公尺"", ""10 公尺"", ""16 公尺"", ""20 公尺""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,4356e5206b9bf5aaac0b2caf36412d49efae47a1bf4439bc151af2b6c2f81d02,CHATGPT_HUMAN_AUTHORED_R1
2475,u13-s013-v011,u13,s013,quadratic-area-problem,面積問題列一元二次方程式,mc,literacy,舞台寬為 x+4 公尺、長為 x+10 公尺，面積 216 平方公尺。x 為何？,"[""-22"", ""12"", ""18"", ""8""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,a236c91621ba7ce2363efbc02156614cb8e9636a84285e7f05cffbd17c920787,CHATGPT_HUMAN_AUTHORED_R1
2476,u13-s013-v012,u13,s013,quadratic-area-problem,面積問題列一元二次方程式,mc,literacy,一個正方形中央區邊長為 x 公尺，連同四周設施後的外正方形邊長為 x+2 公尺，外面積為 100 平方公尺。中央區邊長為何？,"[""-12 公尺"", ""10 公尺"", ""8 公尺"", ""98 公尺""]",2,u13-fig-literacy-layout,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,f98d6e574d0db90ae076e18e1edeb6bd7574e5fe8b7f0b467ae22404d084ff7c,CHATGPT_HUMAN_AUTHORED_R1
2477,u13-s013-cr001,u13,s013,quadratic-area-problem,面積問題列一元二次方程式,cr,standard,一個長方形寬為 x 公尺，長比寬多 4 公尺，面積為 60 平方公尺。求長與寬。,[],,u13-fig-rectangle-difference,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,882ff09e37521dfd1c4d38e520c2b04fe9c6fa4109deffe993dd35f6e6a4adf1,CHATGPT_HUMAN_AUTHORED_R1
2478,u13-s013-cr002,u13,s013,quadratic-area-problem,面積問題列一元二次方程式,cr,advanced,一個 10 m×6 m 的長方形四周向外增加等寬 x m 的區域，外框總面積為 192 m²。求 x。,[],,u13-fig-uniform-border,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,46579ec4fe0c82afbba5e714b26f8f2a4e5688e012183fb5c2f5ce47e446ea79,CHATGPT_HUMAN_AUTHORED_R1
2479,u13-s014-v001,u13,s014,quadratic-consecutive-product,連續整數乘積問題,mc,basic,兩個連續正整數的乘積為 56，這兩數為何？,"[""6、7"", ""8、9"", ""7、8"", ""4、14""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,7ee9c40ef0ac61fd346b819a95e70d2d8a56c5c14649831d68b3cb38a4828340,CHATGPT_HUMAN_AUTHORED_R1
2480,u13-s014-v002,u13,s014,quadratic-consecutive-product,連續整數乘積問題,mc,basic,兩個連續正整數乘積為 90，較小數為何？,"[""9"", ""10"", ""8"", ""15""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,b0b0a652a05455db7514144695d70414b3486845b7c57cf219d92e548d8f1639,CHATGPT_HUMAN_AUTHORED_R1
2481,u13-s014-v003,u13,s014,quadratic-consecutive-product,連續整數乘積問題,mc,basic,兩個連續正整數的乘積為 72，則兩數之和為何？,"[""15"", ""18"", ""72"", ""17""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,95cdb3ca29ce7ae7642f99a70838e32be272c4a4cb4b60cd705f1e3d8e20b482,CHATGPT_HUMAN_AUTHORED_R1
2482,u13-s014-v004,u13,s014,quadratic-consecutive-product,連續整數乘積問題,mc,standard,兩個連續正偶數乘積為 48，這兩數為何？,"[""4、6"", ""6、8"", ""7、8"", ""8、10""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,6c5174d236ffdc40cad592f7a1af556243ad7f4bd1eb2ed782251ccd70aaaaa1,CHATGPT_HUMAN_AUTHORED_R1
2483,u13-s014-v005,u13,s014,quadratic-consecutive-product,連續整數乘積問題,mc,standard,兩個連續正奇數乘積為 63，這兩數為何？,"[""6、8"", ""7、8"", ""9、11"", ""7、9""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,5d8941e345b745983741c6e06cab313a68a54b0cce64398758e71c07a2eb05b8,CHATGPT_HUMAN_AUTHORED_R1
2484,u13-s014-v006,u13,s014,quadratic-consecutive-product,連續整數乘積問題,mc,standard,兩個連續正整數乘積為 156，較大數為何？,"[""12"", ""14"", ""13"", ""78""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,eb8288ecd4361ab42b81b01fb781a34022af4da9336b115615e12c3adbd75c49,CHATGPT_HUMAN_AUTHORED_R1
2485,u13-s014-v007,u13,s014,quadratic-consecutive-product,連續整數乘積問題,mc,advanced,兩個連續整數乘積為 30，且兩數和為正。這兩數為何？,"[""5、6"", ""-6、-5"", ""3、10"", ""-5、6""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,794aca0183ba06fc1e89ad3258a971b503258d67625f11b563d2470433c7dc29,CHATGPT_HUMAN_AUTHORED_R1
2486,u13-s014-v008,u13,s014,quadratic-consecutive-product,連續整數乘積問題,mc,advanced,三個連續正整數中，第一個與第三個的乘積為 80。三數為何？,"[""-10、-9、-8"", ""8、9、10"", ""7、8、9"", ""9、10、11""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,64576a57ea7c6e9d8c0e147ada5451c9c92162fff67fe74d77f9104f4fa626cd,CHATGPT_HUMAN_AUTHORED_R1
2487,u13-s014-v009,u13,s014,quadratic-consecutive-product,連續整數乘積問題,mc,advanced,兩個連續正偶數乘積為 168，較小數為何？,"[""10"", ""14"", ""12"", ""84""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,955b0197c236e954e93059bfbdb6b2ceaf8fc80ab1dba4d6aa5c95934d27aae2,CHATGPT_HUMAN_AUTHORED_R1
2488,u13-s014-v010,u13,s014,quadratic-consecutive-product,連續整數乘積問題,mc,literacy,置物櫃編號為兩個連續正整數，編號乘積為 552。較小編號為何？,"[""22"", ""24"", ""276"", ""23""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,ffe29264e8571862b32ab600d5b070723cc7e25f7d8337c86b5da4f45209c378,CHATGPT_HUMAN_AUTHORED_R1
2489,u13-s014-v011,u13,s014,quadratic-consecutive-product,連續整數乘積問題,mc,literacy,階梯相鄰兩層分別放連續正整數個花盆，兩層數量的乘積為 420。兩層合計有幾盆？,"[""20 盆"", ""41 盆"", ""21 盆"", ""420 盆""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,f6f8b49cfafd1114ef94eaf39c9f4f3dad05f6812dfbab970debc14173b54c88,CHATGPT_HUMAN_AUTHORED_R1
