authority_id,source_id,subject,official_code,raw_text,normalized_requirement,status,mapped_skill_ids,mapped_lecture_ids,mapped_question_ids,final_audit_record_id,notes
AUTH-NATURAL-LC-KC-4-4,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Kc-Ⅳ-4,電流會產生磁場，其方向分布可以由安培右手定則求得。,電流會產生磁場，其方向分布可以由安培右手定則求得。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05645;limits=NAER-CURRICULUM-NATURAL:5657|NAER-CURRICULUM-NATURAL:5676|NAER-CURRICULUM-NATURAL:5678
AUTH-NATURAL-LC-KC-4-5,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Kc-Ⅳ-5,載流導線在磁場會受力，並簡介電動機的運作原理。,載流導線在磁場會受力，並簡介電動機的運作原理。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05645;limits=NAER-CURRICULUM-NATURAL:5657|NAER-CURRICULUM-NATURAL:5676|NAER-CURRICULUM-NATURAL:5678
AUTH-NATURAL-LC-KC-4-6,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Kc-Ⅳ-6,環形導線內磁場變化，會產生感應電流。,環形導線內磁場變化，會產生感應電流。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05645;limits=NAER-CURRICULUM-NATURAL:5657|NAER-CURRICULUM-NATURAL:5676|NAER-CURRICULUM-NATURAL:5678
AUTH-NATURAL-LC-KC-4-7,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Kc-Ⅳ-7,電池連接導體形成通路時，多數導體通過的電流與其兩端電壓差成正比，其比值即為電阻。,電池連接導體形成通路時，多數導體通過的電流與其兩端電壓差成正比，其比值即為電阻。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05645;limits=NAER-CURRICULUM-NATURAL:5657|NAER-CURRICULUM-NATURAL:5676|NAER-CURRICULUM-NATURAL:5678
AUTH-NATURAL-LC-KC-4-8,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Kc-Ⅳ-8,電流通過帶有電阻物體時，能量會以發熱的形式逸散。,電流通過帶有電阻物體時，能量會以發熱的形式逸散。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05645;limits=NAER-CURRICULUM-NATURAL:5657|NAER-CURRICULUM-NATURAL:5676|NAER-CURRICULUM-NATURAL:5678
AUTH-NATURAL-LC-LA-4-1,NAER-CURRICULUM-NATURAL,biology|integrated_natural,La-Ⅳ-1,隨著生物間、生物與環境間的交互作用，生態系中的結構會隨時間改變，形成演替現象。,隨著生物間、生物與環境間的交互作用，生態系中的結構會隨時間改變，形成演替現象。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05323;limits=NAER-CURRICULUM-NATURAL:5326
AUTH-NATURAL-LC-LB-4-1,NAER-CURRICULUM-NATURAL,biology|integrated_natural,Lb-Ⅳ-1,生態系中的非生物因子會影響生物的分布與生存，環境調查時常需檢測非生物因子的變化。,生態系中的非生物因子會影響生物的分布與生存，環境調查時常需檢測非生物因子的變化。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05328;limits=none
AUTH-NATURAL-LC-LB-4-2,NAER-CURRICULUM-NATURAL,biology|integrated_natural,Lb-Ⅳ-2,人類活動會改變環境，也可能影響其他生物的生存。,人類活動會改變環境，也可能影響其他生物的生存。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05328;limits=none
AUTH-NATURAL-LC-LB-4-3,NAER-CURRICULUM-NATURAL,biology|integrated_natural,Lb-Ⅳ-3,人類可採取行動來維持生物的生存環境，使生物能在自然環境中生長、繁殖、交互作用，以維持生態平衡。,人類可採取行動來維持生物的生存環境，使生物能在自然環境中生長、繁殖、交互作用，以維持生態平衡。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05328;limits=none
AUTH-NATURAL-LC-MA-4-1,NAER-CURRICULUM-NATURAL,biology|integrated_natural,Ma-Ⅳ-1,生命科學的進步，有助於解決社會中發生的農業、食品、能源、醫藥，以及環境相關的問題。,生命科學的進步，有助於解決社會中發生的農業、食品、能源、醫藥，以及環境相關的問題。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05345;limits=none
AUTH-NATURAL-LC-MA-4-2,NAER-CURRICULUM-NATURAL,biology|integrated_natural,Ma-Ⅳ-2,保育工作不是只有科學家能夠處理，所有的公民都有權利及義務，共同研究、監控及維護生物多樣性。,保育工作不是只有科學家能夠處理，所有的公民都有權利及義務，共同研究、監控及維護生物多樣性。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05345;limits=none
AUTH-NATURAL-LC-MA-4-3,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Ma-Ⅳ-3,不同的材料對生活及社會的影響 。,不同的材料對生活及社會的影響 。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05943;limits=none
AUTH-NATURAL-LC-MA-4-4,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Ma-Ⅳ-4,各種發電方式與新興的能源科技對社會、經濟、環境及生態的影響。,各種發電方式與新興的能源科技對社會、經濟、環境及生態的影響。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05943;limits=none
AUTH-NATURAL-LC-MA-4-5,NAER-CURRICULUM-NATURAL,biology|earth_science|integrated_natural|physics_chemistry,Ma-Ⅳ-5,各種本土科學知能（含原住民族科學與世界觀）對社會、經濟環境及生態保護之啟示。,各種本土科學知能（含原住民族科學與世界觀）對社會、經濟環境及生態保護之啟示。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05345|NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05681|NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05943|NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-06221;limits=none
AUTH-NATURAL-LC-MB-4-1,NAER-CURRICULUM-NATURAL,biology|integrated_natural,Mb-Ⅳ-1,生物技術的發展是為了因應人類需求，運用跨領域技術來改造生物。發展相關技術的歷程中，也應避免對其他生物以及環境造成過度的影響。,生物技術的發展是為了因應人類需求，運用跨領域技術來改造生物。發展相關技術的歷程中，也應避免對其他生物以及環境造成過度的影響。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05362;limits=NAER-CURRICULUM-NATURAL:5364|NAER-CURRICULUM-NATURAL:5369
AUTH-NATURAL-LC-MB-4-2,NAER-CURRICULUM-NATURAL,biology|earth_science|integrated_natural|physics_chemistry,Mb-Ⅳ-2,科學史上重要發現的過程，以及不同性別、背景、族群者於其中的貢獻。,科學史上重要發現的過程，以及不同性別、背景、族群者於其中的貢獻。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05362|NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05686|NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05956|NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-06226;limits=NAER-CURRICULUM-NATURAL:5364|NAER-CURRICULUM-NATURAL:5369|NAER-CURRICULUM-NATURAL:5689|NAER-CURRICULUM-NATURAL:5963|NAER-CURRICULUM-NATURAL:6229
AUTH-NATURAL-LC-MC-4-1,NAER-CURRICULUM-NATURAL,biology|integrated_natural,Mc-Ⅳ-1,生物生長條件與機制在處理環境汙染物質的應用。,生物生長條件與機制在處理環境汙染物質的應用。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05371;limits=none
AUTH-NATURAL-LC-MC-4-2,NAER-CURRICULUM-NATURAL,biology|integrated_natural,Mc-Ⅳ-2,運用生物體的構造與功能，可改善人類生活。,運用生物體的構造與功能，可改善人類生活。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05371;limits=none
AUTH-NATURAL-LC-MC-4-3,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Mc-Ⅳ-3,生活中對各種材料進行加工與運用。,生活中對各種材料進行加工與運用。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05965;limits=NAER-CURRICULUM-NATURAL:5977
AUTH-NATURAL-LC-MC-4-4,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Mc-Ⅳ-4,常見人造材料的特性、簡單的製造過程及在生活上的應用。,常見人造材料的特性、簡單的製造過程及在生活上的應用。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05965;limits=NAER-CURRICULUM-NATURAL:5977
AUTH-NATURAL-LC-MC-4-5,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Mc-Ⅳ-5,電力供應與輸送方式的概要。,電力供應與輸送方式的概要。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05691;limits=NAER-CURRICULUM-NATURAL:5695|NAER-CURRICULUM-NATURAL:5698
AUTH-NATURAL-LC-MC-4-6,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Mc-Ⅳ-6,用電安全常識，避免觸電和電線走火。,用電安全常識，避免觸電和電線走火。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05691;limits=NAER-CURRICULUM-NATURAL:5695|NAER-CURRICULUM-NATURAL:5698
AUTH-NATURAL-LC-MC-4-7,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Mc-Ⅳ-7,電器標示和電費計算。,電器標示和電費計算。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05691;limits=NAER-CURRICULUM-NATURAL:5695|NAER-CURRICULUM-NATURAL:5698
AUTH-NATURAL-LC-MD-4-1,NAER-CURRICULUM-NATURAL,biology|integrated_natural,Md-Ⅳ-1,生物保育知識與技能在防治天然災害的應用。,生物保育知識與技能在防治天然災害的應用。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05381;limits=none
AUTH-NATURAL-LC-MD-4-2,NAER-CURRICULUM-NATURAL,earth_science|integrated_natural,Md-Ⅳ-2,颱風主要發生在七至九月，並容易造成生命財產的損失。,颱風主要發生在七至九月，並容易造成生命財產的損失。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-06231;limits=none
AUTH-NATURAL-LC-MD-4-3,NAER-CURRICULUM-NATURAL,earth_science|integrated_natural,Md-Ⅳ-3,颱風會帶來狂風、豪雨及暴潮等災害。,颱風會帶來狂風、豪雨及暴潮等災害。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-06231;limits=none
AUTH-NATURAL-LC-MD-4-4,NAER-CURRICULUM-NATURAL,earth_science|integrated_natural,Md-Ⅳ-4,臺灣位處於板塊交界，因此地震頻仍，常造成災害。,臺灣位處於板塊交界，因此地震頻仍，常造成災害。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-06231;limits=none
AUTH-NATURAL-LC-MD-4-5,NAER-CURRICULUM-NATURAL,earth_science|integrated_natural,Md-Ⅳ-5,大雨過後和順向坡會加重山崩的威脅。,大雨過後和順向坡會加重山崩的威脅。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-06231;limits=none
AUTH-NATURAL-LC-ME-4-1,NAER-CURRICULUM-NATURAL,biology|integrated_natural,Me-Ⅳ-1,環境汙染物對生物生長的影響及應用。,環境汙染物對生物生長的影響及應用。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05387;limits=none
AUTH-NATURAL-LC-ME-4-2,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Me-Ⅳ-2,家庭廢水的影響與再利用。,家庭廢水的影響與再利用。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05979;limits=none
AUTH-NATURAL-LC-ME-4-3,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Me-Ⅳ-3,空氣品質與空氣汙染的種類、來源及一般防治方法。,空氣品質與空氣汙染的種類、來源及一般防治方法。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05979;limits=none
AUTH-NATURAL-LC-ME-4-4,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Me-Ⅳ-4,溫室氣體與全球暖化。,溫室氣體與全球暖化。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05979;limits=none
AUTH-NATURAL-LC-ME-4-5,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Me-Ⅳ-5,重金屬汙染的影響。,重金屬汙染的影響。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05979;limits=none
AUTH-NATURAL-LC-ME-4-6,NAER-CURRICULUM-NATURAL,biology|integrated_natural,Me-Ⅳ-6,環境汙染物與生物放大的關係。,環境汙染物與生物放大的關係。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05387;limits=none
AUTH-NATURAL-LC-ME-4-7,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Me-Ⅳ-7,對聲音的特性做深入的研究可以幫助我們更確實防範噪音的汙染。,對聲音的特性做深入的研究可以幫助我們更確實防範噪音的汙染。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05700;limits=none
AUTH-NATURAL-LC-NA-4-1,NAER-CURRICULUM-NATURAL,biology|integrated_natural,Na-Ⅳ-1,利用生物資源會影響生物間相互依存的關係。,利用生物資源會影響生物間相互依存的關係。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05398;limits=none
AUTH-NATURAL-LC-NA-4-2,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Na-Ⅳ-2,生活中節約能源的方法。,生活中節約能源的方法。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05997;limits=none
AUTH-NATURAL-LC-NA-4-3,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Na-Ⅳ-3,環境品質繫於資源的永續利用與維持生態平衡。,環境品質繫於資源的永續利用與維持生態平衡。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05997;limits=none
AUTH-NATURAL-LC-NA-4-4,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Na-Ⅳ-4,資源使用的5R：減量、拒絕、重複使用、回收及再生。,資源使用的5R：減量、拒絕、重複使用、回收及再生。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05997;limits=none
AUTH-NATURAL-LC-NA-4-5,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Na-Ⅳ-5,各種廢棄物對環境的影響，環境的承載能力與處理方法。,各種廢棄物對環境的影響，環境的承載能力與處理方法。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05997;limits=none
AUTH-NATURAL-LC-NA-4-6,NAER-CURRICULUM-NATURAL,earth_science|integrated_natural,Na-Ⅳ-6,人類社會的發展必須建立在保護地球自然環境的基礎上。,人類社會的發展必須建立在保護地球自然環境的基礎上。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-06257;limits=none
AUTH-NATURAL-LC-NA-4-7,NAER-CURRICULUM-NATURAL,earth_science|integrated_natural,Na-Ⅳ-7,為使地球永續發展，可以從減量、回收、再利用、綠能等做起。,為使地球永續發展，可以從減量、回收、再利用、綠能等做起。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-06257;limits=none
AUTH-NATURAL-LC-NB-4-1,NAER-CURRICULUM-NATURAL,biology|integrated_natural,Nb-Ⅳ-1,全球暖化對生物的影響。,全球暖化對生物的影響。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05404;limits=none
AUTH-NATURAL-LC-NB-4-2,NAER-CURRICULUM-NATURAL,earth_science|integrated_natural,Nb-Ⅳ-2,氣候變遷產生的衝擊有海平面上升、全球暖化、異常降水等現象。,氣候變遷產生的衝擊有海平面上升、全球暖化、異常降水等現象。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-06278;limits=none
AUTH-NATURAL-LC-NB-4-3,NAER-CURRICULUM-NATURAL,earth_science|integrated_natural,Nb-Ⅳ-3,因應氣候變遷的方法有減緩與調適。,因應氣候變遷的方法有減緩與調適。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-06278;limits=none
AUTH-NATURAL-LC-NC-4-1,NAER-CURRICULUM-NATURAL,biology|integrated_natural,Nc-Ⅳ-1,生質能源的發展現況。,生質能源的發展現況。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05410;limits=none
AUTH-NATURAL-LC-NC-4-2,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Nc-Ⅳ-2,開發任何一種能源都有風險，應依據證據來評估與決策。,開發任何一種能源都有風險，應依據證據來評估與決策。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-06007;limits=none
AUTH-NATURAL-LC-NC-4-3,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Nc-Ⅳ-3,化石燃料的形成與特性。,化石燃料的形成與特性。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-06007;limits=none
AUTH-NATURAL-LC-NC-4-4,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Nc-Ⅳ-4,新興能源的開發，例如：風能、太陽能、核融合發電、汽電共生、生質能、燃料電池等。,新興能源的開發，例如：風能、太陽能、核融合發電、汽電共生、生質能、燃料電池等。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05706;limits=none
AUTH-NATURAL-LC-NC-4-5,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Nc-Ⅳ-5,新興能源的科技，例如：油電混合動力車、太陽能飛機等。,新興能源的科技，例如：油電混合動力車、太陽能飛機等。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05706;limits=none
AUTH-NATURAL-LC-NC-4-6,NAER-CURRICULUM-NATURAL,integrated_natural|physics_chemistry,Nc-Ⅳ-6,臺灣能源的利用現況與未來展望。,臺灣能源的利用現況與未來展望。,scope-reviewed-required-unmapped,,,,,assessmentRole=direct-integrated-natural-choice;marker=none;appendix=NAER-CURRICULUM-NATURAL-APPENDIX-BLOCK-05706;limits=none
AUTH-NATURAL-LP-AH-4-1,NAER-CURRICULUM-NATURAL,biology|earth_science|integrated_natural|physics_chemistry,ah-Ⅳ-1,對於有關科學發現的報導，甚至權威的解釋（例如：報章雜誌的報導或書本上的解釋），能抱持懷疑的態度，評估其推論的證據是否充分且可信賴。,對於有關科學發現的報導，甚至權威的解釋（例如：報章雜誌的報導或書本上的解釋），能抱持懷疑的態度，評估其推論的證據是否充分且可信賴。,scope-reviewed-required-unmapped,,,,,assessmentRole=embedded-in-integrated-natural-choice;marker=none;appendix=none;limits=none
AUTH-NATURAL-LP-AH-4-2,NAER-CURRICULUM-NATURAL,biology|earth_science|integrated_natural|physics_chemistry,ah-Ⅳ-2,應用所學到的科學知識與科學探究方法，幫助自己做出最佳的決定。,應用所學到的科學知識與科學探究方法，幫助自己做出最佳的決定。,scope-reviewed-required-unmapped,,,,,assessmentRole=embedded-in-integrated-natural-choice;marker=none;appendix=none;limits=none
AUTH-NATURAL-LP-AI-4-1,NAER-CURRICULUM-NATURAL,biology|earth_science|integrated_natural|physics_chemistry,ai-Ⅳ-1,動手實作解決問題或驗證自己想法，而獲得成就感。,動手實作解決問題或驗證自己想法，而獲得成就感。,scope-reviewed-required-unmapped,,,,,assessmentRole=embedded-in-integrated-natural-choice;marker=none;appendix=none;limits=none
AUTH-NATURAL-LP-AI-4-2,NAER-CURRICULUM-NATURAL,biology|earth_science|integrated_natural|physics_chemistry,ai-Ⅳ-2,透過與同儕的討論，分享科學發現的樂趣。,透過與同儕的討論，分享科學發現的樂趣。,scope-reviewed-required-unmapped,,,,,assessmentRole=embedded-in-integrated-natural-choice;marker=none;appendix=none;limits=none
AUTH-NATURAL-LP-AI-4-3,NAER-CURRICULUM-NATURAL,biology|earth_science|integrated_natural|physics_chemistry,ai-Ⅳ-3,透過所學到的科學知識和科學探索的各種方法，解釋自然現象發生的原因，建立科學學習的自信心。,透過所學到的科學知識和科學探索的各種方法，解釋自然現象發生的原因，建立科學學習的自信心。,scope-reviewed-required-unmapped,,,,,assessmentRole=embedded-in-integrated-natural-choice;marker=none;appendix=none;limits=none
AUTH-NATURAL-LP-AN-4-1,NAER-CURRICULUM-NATURAL,biology|earth_science|integrated_natural|physics_chemistry,an-Ⅳ-1,察覺到科學的觀察、測量和方法是否具有正當性，是受到社會共同建構的標準所規範。,察覺到科學的觀察、測量和方法是否具有正當性，是受到社會共同建構的標準所規範。,scope-reviewed-required-unmapped,,,,,assessmentRole=embedded-in-integrated-natural-choice;marker=none;appendix=none;limits=none
AUTH-NATURAL-LP-AN-4-2,NAER-CURRICULUM-NATURAL,biology|earth_science|integrated_natural|physics_chemistry,an-Ⅳ-2,分辨科學知識的確定性和持久性，會因科學研究的時空背景不同而有所變化。,分辨科學知識的確定性和持久性，會因科學研究的時空背景不同而有所變化。,scope-reviewed-required-unmapped,,,,,assessmentRole=embedded-in-integrated-natural-choice;marker=none;appendix=none;limits=none
AUTH-NATURAL-LP-AN-4-3,NAER-CURRICULUM-NATURAL,biology|earth_science|integrated_natural|physics_chemistry,an-Ⅳ-3,體察到不同性別、背景、族群科學家們具有堅毅、嚴謹和講求邏輯的特質，也具有好奇心、求知慾和想像力。,體察到不同性別、背景、族群科學家們具有堅毅、嚴謹和講求邏輯的特質，也具有好奇心、求知慾和想像力。,scope-reviewed-required-unmapped,,,,,assessmentRole=embedded-in-integrated-natural-choice;marker=none;appendix=none;limits=none
AUTH-NATURAL-LP-PA-4-1,NAER-CURRICULUM-NATURAL,biology|earth_science|integrated_natural|physics_chemistry,pa-Ⅳ-1,能分析歸納、製作圖表、使用資訊及數學等方法，整理資訊或數據。,能分析歸納、製作圖表、使用資訊及數學等方法，整理資訊或數據。,scope-reviewed-required-unmapped,,,,,assessmentRole=embedded-in-integrated-natural-choice;marker=none;appendix=none;limits=none
AUTH-NATURAL-LP-PA-4-2,NAER-CURRICULUM-NATURAL,biology|earth_science|integrated_natural|physics_chemistry,pa-Ⅳ-2,能運用科學原理、思考智能、數學等方法，從（所得的）資訊或數據，形成解釋、發現新知、獲知因果關係、解決問題或是發現新的問題。並能將自己的探究結果和同學的結果或其他相關的資訊比較對照，相互檢核，確認結果。,能運用科學原理、思考智能、數學等方法，從（所得的）資訊或數據，形成解釋、發現新知、獲知因果關係、解決問題或是發現新的問題。並能將自己的探究結果和同學的結果或其他相關的資訊比較對照，相互檢核，確認結果。,scope-reviewed-required-unmapped,,,,,assessmentRole=embedded-in-integrated-natural-choice;marker=none;appendix=none;limits=none
AUTH-NATURAL-LP-PC-4-1,NAER-CURRICULUM-NATURAL,biology|earth_science|integrated_natural|physics_chemistry,pc-Ⅳ-1,能理解同學的探究過程和結果（或經簡化過的科學報告），提出合理而且具有根據的疑問或意見。並能對問題、探究方法、證據及發現，彼此間的符應情形，進行檢核並提出可能的改善方案。,能理解同學的探究過程和結果（或經簡化過的科學報告），提出合理而且具有根據的疑問或意見。並能對問題、探究方法、證據及發現，彼此間的符應情形，進行檢核並提出可能的改善方案。,scope-reviewed-required-unmapped,,,,,assessmentRole=embedded-in-integrated-natural-choice;marker=none;appendix=none;limits=none
