subject,grade,semester,publisher,resource_title,edition_or_date,approval_or_catalog_evidence,url_or_path,source_hash,access_level,copyright_status,curriculum_codes,teaching_sequence,terminology,representations,examples_or_activities,misconceptions,production_adoption,final_audit_status,notes
integrated_social,8,1,南億興業股份有限公司,115學年度國民中學社會第3冊課本、習作,初版,NAER清冊第94列；國審字第114001,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
integrated_social,8,1,康軒文教事業股份有限公司,115學年度國民中學社會第3冊課本、習作,三版 / 1111400418 / 1141400951,NAER清冊第95列；國審字第109033,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
integrated_social,8,1,翰林出版事業股份有限公司,115學年度國民中學社會第3冊課本、習作,三版 / 1111400378 / 1141400967,NAER清冊第96列；國審字第109030,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
integrated_social,8,2,南一書局企業股份有限公司,115學年度國民中學社會第4冊課本、習作,再版 / 1111400992,NAER清冊第97列；國審字第109082,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
integrated_social,8,2,南億興業股份有限公司,115學年度國民中學社會第4冊課本、習作,初版,NAER清冊第98列；國審字第114002,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
integrated_social,8,2,康軒文教事業股份有限公司,115學年度國民中學社會第4冊課本、習作,三版 / 1111401051 / 1141402202,NAER清冊第99列；國審字第109078,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
integrated_social,8,2,翰林出版事業股份有限公司,115學年度國民中學社會第4冊課本、習作,三版 / 1111401024 / 1141402200,NAER清冊第100列；國審字第109075,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
integrated_social,9,1,南一書局企業股份有限公司,115學年度國民中學社會第5冊課本、習作,再版 / 1121401209,NAER清冊第101列；國審字第110061,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
integrated_social,9,1,南億興業股份有限公司,115學年度國民中學社會第5冊課本、習作,初版,NAER清冊第102列；國審字第115002,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
integrated_social,9,1,康軒文教事業股份有限公司,115學年度國民中學社會第5冊課本、習作,三版 / 1121401277 / 1151401027,NAER清冊第103列；國審字第110055,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
integrated_social,9,1,翰林出版事業股份有限公司,115學年度國民中學社會第5冊課本、習作,三版 / 1121401301 / 1151400991,NAER清冊第104列；國審字第110054,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
integrated_social,9,2,南一書局企業股份有限公司,115學年度國民中學社會第6冊課本、習作,再版 / 1121402828,NAER清冊第105列；國審字第110100,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
integrated_social,9,2,康軒文教事業股份有限公司,115學年度國民中學社會第6冊課本、習作,再版 / 1121402860,NAER清冊第106列；國審字第110094,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
integrated_social,9,2,翰林出版事業股份有限公司,115學年度國民中學社會第6冊課本、習作,再版 / 1121402642,NAER清冊第107列；國審字第110093,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
integrated_natural,7,1,南一書局企業股份有限公司,115學年度國民中學自然科學第1冊課本、習作,三版 / 1101400924 / 1131401283,NAER清冊第108列；國審字第108023,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
integrated_natural,7,1,康軒文教事業股份有限公司,115學年度國民中學自然科學第1冊課本、習作,三版 / 1101400812 / 1131400938,NAER清冊第109列；國審字第108022,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
integrated_natural,7,1,翰林出版事業股份有限公司,115學年度國民中學自然科學第1冊課本、習作,三版 / 1101400881 / 1131401174,NAER清冊第110列；國審字第108026,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
integrated_natural,7,2,南一書局企業股份有限公司,115學年度國民中學自然科學第2冊課本、習作,三版 / 1101401719 / 1131403044,NAER清冊第111列；國審字第108046,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
integrated_natural,7,2,康軒文教事業股份有限公司,115學年度國民中學自然科學第2冊課本、習作,三版 / 1101401449 / 1131402745,NAER清冊第112列；國審字第108044,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
integrated_natural,7,2,翰林出版事業股份有限公司,115學年度國民中學自然科學第2冊課本、習作,三版 / 1101401616 / 1131402728,NAER清冊第113列；國審字第108068,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
integrated_natural,8,1,南一書局企業股份有限公司,115學年度國民中學自然科學第3冊課本、習作,三版 / 1111400233 / 1141400701,NAER清冊第114列；國審字第109011,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
integrated_natural,8,1,康軒文教事業股份有限公司,115學年度國民中學自然科學第3冊課本、習作,三版 / 1111400318 / 1141400583,NAER清冊第115列；國審字第109032,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
integrated_natural,8,1,翰林出版事業股份有限公司,115學年度國民中學自然科學第3冊課本、習作,三版 / 1111400320 / 1141400742,NAER清冊第116列；國審字第109020,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
integrated_natural,8,2,南一書局企業股份有限公司,115學年度國民中學自然科學第4冊課本、習作,三版 / 1111400834 / 1141401666,NAER清冊第117列；國審字第109058,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
integrated_natural,8,2,康軒文教事業股份有限公司,115學年度國民中學自然科學第4冊課本、習作,三版 / 1111400797 / 1141401598,NAER清冊第118列；國審字第109064,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
integrated_natural,8,2,翰林出版事業股份有限公司,115學年度國民中學自然科學第4冊課本、習作,三版 / 1111400928 / 1141401964,NAER清冊第119列；國審字第109080,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
integrated_natural,9,1,南一書局企業股份有限公司,"115學年度國民中學自然科學第5冊課本、習作第14頁,共18頁",三版 / 1121400844 / 1151400719,NAER清冊第120列；國審字第110026,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
integrated_natural,9,1,康軒文教事業股份有限公司,115學年度國民中學自然科學第5冊課本、習作,三版 / 1121400299 / 1151400714,NAER清冊第121列；國審字第110019,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
integrated_natural,9,1,翰林出版事業股份有限公司,115學年度國民中學自然科學第5冊課本、習作,三版 / 1121400815 / 1151400814,NAER清冊第122列；國審字第110040,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
integrated_natural,9,2,南一書局企業股份有限公司,115學年度國民中學自然科學第6冊課本、習作,再版 / 1121402422,NAER清冊第123列；國審字第110079,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
integrated_natural,9,2,康軒文教事業股份有限公司,115學年度國民中學自然科學第6冊課本、習作,再版 / 1121402001,NAER清冊第124列；國審字第110082,https://textbooks.naer.edu.tw/DownLoadFile.aspx?ASParam=TUZIRSs3NSUyNjglMjQlN2QlMWIlMDR1eSUwZWdocCU3ZWZ3JTExd20lMWN1JTBiJTBjJTFiZm4lMDAlMTIlN2V3ZnQlMDMlMWVwJTBiJTBjJTA2JTFkJTFldg==,a2de4a4efa1ddbb45503e92d689e00e0b493e40d999b088c0f6c64164f4e5d52,official catalog metadata only; publisher full text not acquired,modern publisher textbook protected; metadata only,,volume and grade metadata only; no teaching sequence inferred,not reviewed at catalog layer,not reviewed at catalog layer,not copied or reviewed at catalog layer,not reviewed at catalog layer,reference candidate only; official curriculum remains scope authority,pending public-resource review,115學年度國民小學及國民中學審定本教科用書清冊
